epoch,g_loss,d_loss,Dg_R,Dg_F,Dl_R,Dl_F,ACg_R,ACg_F,ACl_R,ACl_F
25,8.611117362976074,4.873367786407471,1.0,0.59375,1.0,0.265625,1.0,0.5,1.0,0.484375
26,8.244070053100586,4.795319557189941,1.0,0.53125,1.0,0.15625,1.0,0.546875,1.0,0.59375
27,7.858311653137207,4.5902862548828125,1.0,0.5625,1.0,0.09375,1.0,0.5,1.0,0.59375
28,7.785221099853516,4.355102062225342,1.0,0.59375,1.0,0.109375,1.0,0.5,1.0,0.546875
29,7.498584270477295,4.226140022277832,1.0,0.640625,1.0,0.0625,1.0,0.5,1.0,0.65625
30,7.933417320251465,4.089880466461182,1.0,0.75,1.0,0.28125,1.0,0.5,1.0,0.515625
31,6.8071136474609375,3.932587146759033,1.0,0.78125,1.0,0.28125,1.0,0.5,1.0,0.609375
32,6.593144416809082,3.7905213832855225,1.0,0.96875,1.0,0.59375,1.0,0.5,1.0,0.515625
33,7.081268310546875,3.5157742500305176,1.0,0.984375,1.0,0.53125,1.0,0.5,1.0,0.5
34,5.9925217628479,3.648359537124634,0.9375,0.6875,1.0,0.671875,1.0,0.5,1.0,0.578125
35,5.577016830444336,3.2329561710357666,1.0,0.96875,1.0,0.765625,1.0,0.5,1.0,0.609375
36,5.7447404861450195,3.2976653575897217,1.0,1.0,1.0,0.78125,1.0,0.765625,1.0,0.71875
37,5.58767557144165,3.186997652053833,1.0,0.9375,1.0,0.78125,1.0,0.5,1.0,0.640625
38,5.363480567932129,2.959012269973755,1.0,0.875,1.0,1.0,1.0,0.5,1.0,0.78125
39,5.629244804382324,2.784006118774414,1.0,0.921875,1.0,0.96875,1.0,0.5,1.0,0.609375
40,5.497440338134766,2.626950979232788,1.0,0.9375,1.0,0.96875,1.0,0.625,1.0,0.75
41,4.7223381996154785,2.724557399749756,1.0,0.703125,1.0,0.859375,1.0,0.5,1.0,0.640625
42,5.027957916259766,2.662428617477417,1.0,0.921875,0.984375,0.96875,1.0,0.59375,1.0,0.96875
43,5.433333873748779,2.7536702156066895,1.0,0.90625,1.0,1.0,1.0,0.8125,1.0,0.765625
44,4.5814738273620605,2.6947829723358154,1.0,0.765625,1.0,0.984375,1.0,0.5,1.0,0.84375
45,4.327905654907227,2.5722241401672363,1.0,0.796875,1.0,0.90625,1.0,0.796875,1.0,0.984375
46,4.544622898101807,2.8497872352600098,1.0,0.890625,1.0,0.796875,1.0,0.921875,1.0,0.953125
47,4.207585334777832,2.8205480575561523,1.0,0.5625,1.0,0.828125,1.0,0.8125,1.0,1.0
48,3.8261139392852783,2.7376792430877686,1.0,0.640625,1.0,0.765625,1.0,0.765625,1.0,1.0
49,3.701137065887451,2.835707902908325,1.0,0.65625,1.0,0.59375,1.0,0.9375,1.0,1.0
50,4.0388665199279785,3.2051851749420166,1.0,0.515625,1.0,0.375,1.0,0.859375,1.0,1.0
51,3.2225871086120605,3.2376065254211426,1.0,0.5,1.0,0.453125,1.0,0.90625,1.0,1.0
52,3.7720491886138916,3.310025691986084,1.0,0.46875,1.0,0.390625,1.0,0.96875,1.0,1.0
53,3.310936212539673,3.1674766540527344,1.0,0.53125,1.0,0.5,1.0,0.984375,1.0,1.0
54,3.4267079830169678,3.2429401874542236,1.0,0.5,1.0,0.34375,1.0,1.0,1.0,1.0
55,3.0628254413604736,3.436267614364624,1.0,0.53125,1.0,0.25,1.0,0.984375,1.0,1.0
56,2.8002641201019287,3.252385139465332,1.0,0.5,1.0,0.171875,1.0,1.0,1.0,1.0
57,2.703627586364746,3.4636926651000977,1.0,0.40625,1.0,0.203125,1.0,1.0,1.0,1.0
58,3.4662973880767822,3.5557069778442383,1.0,0.546875,1.0,0.203125,1.0,0.96875,1.0,1.0
59,2.829702854156494,3.64897084236145,1.0,0.546875,1.0,0.1875,1.0,1.0,1.0,1.0
60,2.734222173690796,3.498361825942993,1.0,0.5625,1.0,0.234375,1.0,1.0,1.0,1.0
61,2.8064939975738525,3.3921000957489014,1.0,0.515625,1.0,0.1875,1.0,1.0,1.0,1.0
62,2.5140318870544434,3.4975435733795166,0.984375,0.5,1.0,0.140625,1.0,0.96875,1.0,1.0
63,2.5663487911224365,3.7067840099334717,1.0,0.484375,1.0,0.0625,1.0,0.984375,1.0,1.0
64,2.5023200511932373,3.5801773071289062,1.0,0.671875,1.0,0.078125,1.0,1.0,1.0,1.0
65,2.7269694805145264,3.5394182205200195,1.0,0.796875,1.0,0.0625,1.0,1.0,1.0,1.0
66,2.546339988708496,3.660402774810791,1.0,0.75,1.0,0.015625,1.0,1.0,1.0,1.0
67,2.75673246383667,3.756887674331665,1.0,0.734375,1.0,0.09375,1.0,1.0,1.0,1.0
68,2.233905553817749,3.566657304763794,1.0,0.796875,1.0,0.046875,1.0,1.0,1.0,1.0
69,1.9702119827270508,3.705203056335449,1.0,0.71875,0.984375,0.03125,1.0,1.0,1.0,1.0
70,2.18420672416687,3.7361502647399902,1.0,0.546875,1.0,0.03125,1.0,1.0,1.0,1.0
71,3.0379509925842285,3.782595634460449,0.984375,0.5625,1.0,0.015625,1.0,1.0,1.0,1.0
72,2.0291430950164795,3.7406811714172363,1.0,0.5625,1.0,0.0625,1.0,1.0,1.0,1.0
73,3.1122934818267822,3.7271292209625244,1.0,0.6875,0.9375,0.15625,1.0,1.0,1.0,1.0
74,2.6343209743499756,3.706869125366211,1.0,0.65625,0.9375,0.15625,1.0,1.0,1.0,1.0
75,2.635585308074951,3.7778170108795166,1.0,0.734375,0.96875,0.0625,1.0,1.0,1.0,1.0
76,2.2579598426818848,3.7008414268493652,1.0,0.609375,1.0,0.078125,1.0,1.0,1.0,1.0
77,2.0408389568328857,3.844212293624878,1.0,0.6875,0.984375,0.078125,1.0,1.0,1.0,1.0
78,2.009740114212036,3.6211345195770264,1.0,0.625,0.984375,0.0625,1.0,1.0,1.0,1.0
79,1.67095947265625,3.6820156574249268,1.0,0.5,1.0,0.078125,1.0,1.0,1.0,1.0
80,2.0490853786468506,3.567343235015869,1.0,0.609375,0.9375,0.09375,1.0,1.0,1.0,1.0
81,2.4496002197265625,3.835623264312744,0.96875,0.578125,0.90625,0.125,1.0,1.0,1.0,1.0
82,2.0439090728759766,3.6875975131988525,0.96875,0.609375,0.890625,0.25,1.0,1.0,1.0,1.0
83,2.053875207901001,3.8848788738250732,0.984375,0.65625,0.734375,0.203125,1.0,1.0,1.0,1.0
84,nan,nan,0.984375,0.0,0.8125,0.0,1.0,0.5,1.0,0.5
85,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
86,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
87,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
88,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
89,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
90,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
91,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
92,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
93,nan,nan,0.96875,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
94,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
95,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
96,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
97,nan,nan,0.96875,0.0,0.875,0.0,1.0,0.5,1.0,0.5
98,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
99,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
100,nan,nan,0.953125,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
101,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
102,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
103,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
104,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
105,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
106,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
107,nan,nan,1.0,0.0,0.859375,0.0,1.0,0.5,1.0,0.5
108,nan,nan,0.96875,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
109,nan,nan,0.984375,0.0,0.84375,0.0,1.0,0.5,1.0,0.5
110,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
111,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
112,nan,nan,0.984375,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
113,nan,nan,0.984375,0.0,0.84375,0.0,1.0,0.5,1.0,0.5
114,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
115,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
116,nan,nan,0.953125,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
117,nan,nan,0.984375,0.0,0.84375,0.0,1.0,0.5,1.0,0.5
118,nan,nan,0.984375,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
119,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
120,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
121,nan,nan,0.984375,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
122,nan,nan,0.96875,0.0,0.8125,0.0,1.0,0.5,1.0,0.5
123,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
124,nan,nan,0.9375,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
125,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
126,nan,nan,0.984375,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
127,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
128,nan,nan,0.96875,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
129,nan,nan,0.984375,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
130,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
131,nan,nan,0.984375,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
132,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
133,nan,nan,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
134,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
135,nan,nan,0.984375,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
136,nan,nan,0.984375,0.0,0.828125,0.0,1.0,0.5,1.0,0.5
137,nan,nan,1.0,0.0,0.796875,0.0,1.0,0.5,1.0,0.5
138,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
139,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
140,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
141,nan,nan,0.984375,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
142,nan,nan,0.984375,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
143,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
144,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
145,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
146,nan,nan,1.0,0.0,0.828125,0.0,1.0,0.5,1.0,0.5
147,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
148,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
149,nan,nan,1.0,0.0,0.859375,0.0,1.0,0.5,1.0,0.5
150,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
151,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
152,nan,nan,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
153,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
154,nan,nan,1.0,0.0,0.84375,0.0,1.0,0.5,1.0,0.5
155,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
156,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
157,nan,nan,0.984375,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
158,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
159,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
160,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
161,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
162,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
163,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
164,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
165,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
166,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
167,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
168,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
169,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
170,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
171,nan,nan,0.984375,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
172,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
173,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
174,nan,nan,1.0,0.0,0.84375,0.0,1.0,0.5,1.0,0.5
175,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
176,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
177,nan,nan,0.984375,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
178,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
179,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
180,nan,nan,0.984375,0.0,0.859375,0.0,1.0,0.5,1.0,0.5
181,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
182,nan,nan,1.0,0.0,0.84375,0.0,1.0,0.5,1.0,0.5
183,nan,nan,0.984375,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
184,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
185,nan,nan,1.0,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
186,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
187,nan,nan,0.984375,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
188,nan,nan,0.984375,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
189,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
190,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
191,nan,nan,1.0,0.0,0.859375,0.0,1.0,0.5,1.0,0.5
192,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
193,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
194,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
195,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
196,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
197,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
198,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
199,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
200,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
201,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
202,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
203,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
204,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
205,nan,nan,0.984375,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
206,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
207,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
208,nan,nan,1.0,0.0,0.84375,0.0,1.0,0.5,1.0,0.5
209,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
210,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
211,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
212,nan,nan,1.0,0.0,0.84375,0.0,1.0,0.5,1.0,0.5
213,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
214,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
215,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
216,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
217,nan,nan,0.984375,0.0,0.84375,0.0,1.0,0.5,1.0,0.5
218,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
219,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
220,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
221,nan,nan,1.0,0.0,0.859375,0.0,1.0,0.5,1.0,0.5
222,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
223,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
224,nan,nan,0.984375,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
225,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
226,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
227,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
228,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
229,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
230,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
231,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
232,nan,nan,0.984375,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
233,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
234,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
235,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
236,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
237,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
238,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
239,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
240,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
241,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
242,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
243,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
244,nan,nan,1.0,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
245,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
246,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
247,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
248,nan,nan,0.984375,0.0,0.875,0.0,1.0,0.5,1.0,0.5
249,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
250,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
251,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
252,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
253,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
254,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
255,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
256,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
257,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
258,nan,nan,1.0,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
259,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
260,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
261,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
262,nan,nan,1.0,0.0,0.828125,0.0,1.0,0.5,1.0,0.5
263,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
264,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
265,nan,nan,1.0,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
266,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
267,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
268,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
269,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
270,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
271,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
272,nan,nan,0.984375,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
273,nan,nan,1.0,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
274,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
275,nan,nan,1.0,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
276,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
277,nan,nan,0.984375,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
278,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
279,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
280,nan,nan,1.0,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
281,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
282,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
283,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
284,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
285,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
286,nan,nan,1.0,0.0,0.875,0.0,1.0,0.5,1.0,0.5
287,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
288,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
289,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
290,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
291,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
292,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
293,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
294,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
295,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
296,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
297,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
298,nan,nan,0.984375,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
299,nan,nan,1.0,0.0,0.953125,0.0,1.0,0.5,1.0,0.5
300,nan,nan,1.0,0.0,0.96875,0.0,1.0,0.5,1.0,0.5
301,nan,nan,1.0,0.0,0.859375,0.0,1.0,0.5,1.0,0.5
302,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
303,nan,nan,1.0,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
304,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
305,nan,nan,1.0,0.0,0.984375,0.0,1.0,0.5,1.0,0.5
306,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
307,nan,nan,1.0,0.0,0.890625,0.0,1.0,0.5,1.0,0.5
308,nan,nan,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5
309,nan,nan,1.0,0.0,0.90625,0.0,1.0,0.5,1.0,0.5
310,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
311,nan,nan,1.0,0.0,0.9375,0.0,1.0,0.5,1.0,0.5
312,nan,nan,1.0,0.0,0.921875,0.0,1.0,0.5,1.0,0.5
313,nan,nan,1.0,0.0,0.859375,0.0,1.0,0.5,1.0,0.5
